id,name
16016,Motsameta Monastery
16017,"St George's Church, Qakh"
16018,Bishanyan Kaizhang Shengwang Temple
16019,Spitakavor
16020,Shōren-in Monzeki
16021,ChoghaZanbil Ziggurat
16022,Amburiq Mosque Sofia Imamia Noorbakhshia
16023,Lapu-Lapu Monument
16024,Mamshit National Park
16025,Hemis Monastery
16026,Gol Gumbaz
16027,San Agustin Church of Paoay
16028,Museum of the Western Han Dynasty Mausoleum of the Nanyue King
16029,Cebu Metropolitan Cathedral
16030,Candi Arimbi
16031,Al Alam Palace
16032,Shah Jahan Mosque
16033,Vakil Bazaar
16034,Marina Bay
16035,Tughlakabad Fort
16036,Rose Garden Palace
16037,Tianmu White House
16038,Talin Cathedral Monastery Complex
16039,Ghibli Museum
16040,Yunomine Onsen
16041,Pertevniyal Valide Sultan Mosque
16042,Deyr Gachin Caravansary
16043,Baochu Pagoda
16044,Bungo Mori Roundhouse
16045,Qutub Minar Complex
16046,Santa Catalina Parish Church
16047,Al-Nasser Mohammed Ibn Kalawoun
16048,White Tower
16049,Train Track Park
16050,Arates Monastery Արատեսի վանք
16051,Azadi Tower
16052,Ein Avdat National Park
16053,San Agustin Church
16054,Wat Tham Seua (Tiger Cave Temple)
16055,Siwa Oasis
16056,The Astor Hotel Tianjin
16057,Heunginjimun
16058,Shahi Burj
16059,Inguri Dam
16060,"Shree Muktinath Temple, Nepal"
16061,Wat Phra Samut Chedi
16062,Kong Meng San Phor Kark See Monastery
16063,報本禅寺
16064,Hutheesing Jain Temple
16065,Persepolis
16066,Kursi National Park
16067,Kinkaku-ji
16068,Taudaha Lake
16069,Haghartsin Monastery Complex
16070,Bang Pa-In Palace
16071,Fufudingshan Shell and Coral Temple
16072,Hayravank Monastery
16073,Magellan's Marker
16074,Hierapolis
16075,Gateway Of India Mumbai
16076,Sidna Ali Mosque
16077,Baliati Palace
16078,Kawasaki Daishi
16079,Kailasa Temple
16080,Nainital Lake
16081,Church of Saint John the Baptist
16082,Eiunin Temple
16083,Phú Quốc
16084,Sanxingdui Museum
16085,National Parliament House
16086,Kristapori Vank
16087,Kun Iam Statue
16088,Jiuzhai Valley National Park
16089,Cube of Zoroaster
16090,Terkhiin Tsagaan Lake
16091,St. Margaret's Church
16092,Khor Virab
16093,Anchor Skysuites
16094,Mar Saba Monastery
16095,Kurobe Dam
16096,Wenwu Temple
16097,Shanti Stupa
16098,Haghpat Monastery Complex
16099,San Nicolas de Tolentino Church
16100,William A. Jones Memorial Bridge
16101,Ishak Pasha Palace
16102,Nekresi
16103,Immaculate Conception Parish Church
16104,Mount Wutai
16105,Darbar Usman Marvandi Lal Shahbaz Qalandar
16106,Rajah Sulayman Park
16107,Noratus Cemetery
16108,Baitul Aman Jame Masjid and Eidgah Complex
16109,Giant Wild Goose Pagoda
16110,Wat Ang Kaeo
16111,Jamali Kamali
16112,Miracle Pine
16113,Haeundae Beach
16114,Ajloun Castle
16115,Mount Asama
16116,Aswan High Dam
16117,Jama Masjid
16118,Ishak Pasha Palace
16119,The Israel Railway Museum
16120,Da Nang Cathedral
16121,Inuyama Castle
16122,Büyük Mecidiye Mosque (Ortaköy Mosque)
16123,Aguinaldo Shrine and Museum
16124,Safdarjung Tomb
16125,Crusader Fortress (Ruins)
16126,"Esplanade - Theatres on the Bay, Singapore"
16127,Zoravar Church
16128,The great Hypostyle Hall
16129,Sphinx of Memphis
16130,Ahsan Manzil Museum
16131,Tsiranavor
16132,Anıtkabir
16133,Nahalat Binyamin Street
16134,Ayutthaya Historical Park
16135,The Little South Gate
16136,Harichavank
16137,Taltsy Museum
16138,Hua Nan Bank Headquarters
16139,Simatai
16140,Toujin Tomb
16141,Masjid IJABA (Mubaahila)
16142,"Key Gompa, Key Monastery"
16143,Musamman Burj
16144,Mount Arayat National Park
16145,Dead Sea
16146,Saint Mariane Church
16147,Crusader Fortress (Ruins)
16148,National Art Museum of China
16149,Momosuke Bridge
16150,Kashueti St. George Church
16151,San Jose Obrero Church
16152,Banke Bihari Temple
16153,Thiruvalluvar Statue
16154,Aurora Plaza
16155,Angkor Wat
16156,Republic Square
16157,Tajhat Palace
16158,Batticaloa Gate
16159,ZOZO Marine Stadium
16160,Santa Catalina Parish Church
16161,Thatbyinnyu Phaya
16162,Khaniadighi Masjid
16163,Sun Yat-sen University Observatory Former Site
16164,Lake Chūzenji
16165,Masjid Hidayatul Islam Banhaw
16166,Wat Ratchanatda School
16167,Hasankeyf Eski Köprü
16168,Masjid Khairul Manazil
16169,Jama Masjid
16170,Porac Church
16171,Hayravank Monastery
16172,Montfort Fortress
16173,Aviv Beach
16174,Taman Sari
16175,Immaculate Conception Church
16176,Khajoo Bridge
16177,Church of Orani
16178,The Hanging Church
16179,Deyr Gachin Caravansary
16180,Bakong Temples
16181,Saif-ul-Maluk Lake
16182,Sri Veeramakaliamman Temple
16183,Taman Sari
16184,Umayyad Palace
16185,Madhabkunda Waterfall & Eco-park
16186,Kobayr Monastery Complex
16187,Santa Catalina Parish Church
16188,Gerard Behar Centre
16189,Plaza Lorenzo Ruiz
16190,M.P. Birla Planetarium
16191,Tajhat Palace
16192,Kanheri Caves
16193,Noratus Cemetery
16194,Wat Ratcha Orasaram Ratchaworawihan (Chom Thong)
16195,St. Francis of Assisi Parish Church
16196,Municipio de San Fernando
16197,Bailuzhou College
16198,Saint Holy Mother of God Church
16199,Se Cathedral
16200,Suzuka Circuit
16201,Bang Khun Phrom Palace
16202,Tai Kok Tsui
16203,Sha Chau
16204,Madinat Jumeirah
16205,Javari Temple
16206,Suvarna Vidhana Soudha
16207,Lodhi Garden
16208,Tokeiji
16209,Bhojeshwar Temple
16210,Kaminarimon Gate Senso-ji
16211,Itami City Main Library
16212,Baoguo Temple
16213,Blue Mosque
16214,Twin Pagoda Temple
16215,Tatev Monastery
16216,Aoiaso Shrine
16217,Roda Temples
16218,Inubosaki Lighthouse
16219,Wat Arun
16220,Ohori Park
16221,National Museum of the Philippines
16222,Rizal Memorial Baseball Stadium
16223,Xu Garden
16224,"Omar Ali Saifuddien Mosque, Brunei."
16225,Gorny Monastery
16226,Amber Palace
16227,Inguri Dam
16228,Kitayamazaki - Sanriku Cliffs
16229,Nanjing Museum
16230,Char Kaman
16231,Spitakavor
16232,Daulatabad fort
16233,Wat I Khang
16234,Pakistan Monument
16235,Kanda Myōjin (Kanda Shrine)
16236,Dhanmondi Eidgah Math
16237,Jama Masjid
16238,Nebi Saeen Mosque
16239,St. John's Church
16240,Wat Thewarat Kunchon
16241,Saint Mariane Church
16242,Surb Hovhannes Church
16243,Lok Virsa Heritage Museum
16244,Dura-Europos
16245,Robat Sharaf
16246,Sri Veeramakaliamman Temple
16247,Oriental Pearl TV Tower
16248,St. Peter's Church
16249,ارگ کریمخان
16250,Church of the Condemnation
16251,Miag-ao Church (Santo Tomas de Villanueva)
16252,Kazan
16253,Noravank Monastery
16254,Diwan-i-Aam
16255,Wat Phra Brommathat Thung Yang
16256,Sisaket Temple
16257,Agamon Hula
16258,Dōtonbori
16259,Omekaido Overbridge
16260,Shanhua Temple
16261,Ellora Caves
16262,Daulatabad fort
16263,Avan Cathedral
16264,Shrine of the Book
16265,Banke Bihari Temple
16266,Umayyad Palace
16267,Kotohira-gu
16268,Angkor Wat
16269,Temple of Seti I
16270,Lake Nojiri Naumanzou Museum
16271,Gezhouba Dam
16272,Jahangir Mahal
16273,White Palace
16274,Mehrangarh Fort and Museum
16275,Central
16276,UOB Art Gallery (Plaza 1)
16277,Purana Qila
16278,Grand People's Study House
16279,Ohori Park
16280,Ein Avdat National Park
16281,Dead Sea
16282,Pamban
16283,Church of the Apostles
16284,Monument to the People's Heroes
16285,Great Mosque of Hohhot
16286,Shakikhanovs' Palace
16287,Harajuku
16288,Tsiranavor
16289,Paro Taktsang
16290,Chi Lin Nunnery
16291,Wat Maha That
16292,Rani Ki Vav - Patan
16293,Temple Number 24 - Hotsumisakiji (最御崎寺)
16294,Hall of Supreme Harmony
16295,Agamon Hula
16296,Pangong Tso
16297,Zuwayla Gate
16298,Zeniarai Benzaiten Shrine
16299,Echizenono Castle
16300,Toyokawa Inari
16301,Museum of Drinking Water
16302,Attabad Lake
16303,All Saviors
16304,Mausoleum of Emperor Tu Duc
16305,Shwedagon Pagoda
16306,Tel Yokneam
16307,National Centre for the Performing Arts
16308,Hutheesing Jain Temple
16309,Wulingyuan
16310,Zvartnots Cathedral
16311,Kalta-minor Minaret
16312,Abashiri Prison Museum
16313,Narin Castle
16314,Secretariat Building
16315,Sonbun Memorial Hall
16316,Makravank
16317,City Palace
16318,Tomb of the Virgin
16319,St. Jerome Parish Church
16320,Sarat Chandra Chattopadhyay Kuthi
16321,Eden Theater
16322,Tatev Monastery
16323,Shanhua Temple
16324,Baihe Daxian Temple
16325,Caesarea National Park
16326,Lucban Church
16327,Ateni Sioni Church
16328,Otemae Street
16329,Thean Hou Temple
16330,Xiyuan Temple
16331,Ajanta Caves
16332,Preah Khan Temple
16333,Sigiriya Fortress
16334,Golden Gate
16335,Lodhi Garden
16336,Daitsu-ji Temple
16337,Cathedral of Saint Paul the First Hermit
16338,Napier Museum
16339,Bheem Chariot
16340,Yamaraya Souvenir Shop
16341,Maragheh Observatory
16342,Obelisk of Theodosius
16343,Basilica of the Annunciation
16344,Tsakhats Kar Ցախաց քար
16345,Central
16346,21 21 Design Sight
16347,Teluk Intan Leaning Tower
16348,Pyramid of Khafre
16349,St. Martin's Island
16350,Kecharis Monastery
16351,Negros Occidental Provincial Capitol
16352,The Museum of the Bogd Khaan
16353,Lake Kisaki
16354,Komyozen-ji
16355,National Museum of Marine Science and Technology
16356,Saint Gregory The Illuminator Cathedral
16357,Caesarea National Park
16358,Zhan Garden
16359,Kashueti St. George Church
16360,Victoria Public Hall
16361,Western Wall
16362,Minor Basilica of the Immaculate Conception
16363,Wufeng Lin Family Garden
16364,中村家住宅 Nakamura Residence
16365,Gan HaShlosha National Park
16366,Casa Manila
16367,Tel Yokneam
16368,Acharya Jagadish Chandra Bose Indian Botanic Garden
16369,Shanti Stupa
16370,Marnan Bridge
16371,Royal Palace
16372,Ishak Pasha Palace
16373,Saint Sargis Vicarial Church
16374,Hayravank Monastery
16375,Tomb of Akbar the Great
16376,Sarawak Museum
16377,Garni Gorge
16378,Faisal Mosque
16379,Our Lady of the Pillar Church
16380,Isa Khan's Tomb
16381,Kailasa Temple
16382,Dead Sea
16383,Gojoo Bridge
16384,Tel Hanan
16385,Haghartsin Monastery Complex
16386,Tianjin Eye
16387,東華菜館
16388,Roadside Station Inakadate Yayoi-no-sato
16389,Nishi Park
16390,Takht-e Soleyman
16391,Western Wall
16392,Wadi Degla Protectorate
16393,Sultan Amir Ahmad Bathhouse
16394,Museo ng Paglilitis ni Andres Bonifacio (Bonifacio Trial House)
16395,Gan HaMoshava
16396,Xuanwu Lake
16397,Kankakei Ropeway
16398,Lake Miyagase
16399,Maharashtra Cricket Association Stadium
16400,Yavne-Yam
16401,The Treasury
16402,National Shrine of Our Lady of Madu
16403,Namsangol Hanok Village
16404,Nanjing Yangtze River Bridge
16405,Lok Virsa Heritage Museum
16406,Beit Aaronsohn – Nili Museum
16407,Zinat Al-Molk House
16408,Attabad Lake
16409,"Jalakandeswarar Temple, Vellore"
16410,Quseir 'Amra
16411,Mamshit National Park
16412,Presidential Office Building
16413,Khunjerab Pass
16414,Mahodand Lake
16415,Guangji Bridge
16416,Maritime Museum
16417,Yala National Park
16418,Iqbal Manzil
16419,Buland Darwaza
16420,Khosrov Forest State Reserve
16421,Saint Peter of Alcantara Parish Church
16422,Saint Sargis Monastery
16423,Saints Peter and Paul Parish Church
16424,Tian Tan Buddha
16425,Mode Gakuen Spiral Towers
16426,Rumtek Dharma Chakra Centre
16427,Wazir Khan Bath (Shahi Hammam)
16428,Barasoain Church
16429,"St. Anne's Church, Jerusalem"
16430,Aga Khan Palace
16431,Ashdod Marina
16432,Shoghakat Church
16433,Holy Trinity Cathedral of Tbilisi
16434,Lake Kawaguchi
16435,Satamisaki Lighthouse
16436,Nazrul Tirtha
16437,Lalazar
16438,Mausoleum of Baba Taher
16439,Masrur Temples
16440,ArtScience Museum
16441,Khanpur Dam
16442,Ishitani Residence
16443,Zojoji Temple
16444,Silk Museum
16445,"Baitul Mukarram National Mosque, Dhaka."
16446,(Cavinti Church) Transfiguracion Parish Church
16447,Kujurenzan
16448,Noratus Cemetery
16449,Purana Qila
16450,Suwon Hwaseong Fortress
16451,Municipio de San Fernando
16452,The Grand Palace
16453,Li Teng Fang Mansion
16454,Attabad Lake
16455,Cathedral Shrine Parish of Saint Joseph
16456,Oeghtasar
16457,Hayravank Monastery
16458,Shey Palace
16459,Simalungun Protestant Christian Church
16460,"HSBC Building, the Bund"
16461,Saint Hripsime Church
16462,Amir Chakhmaq Complex
16463,Victory Monument
16464,Tomb of Khajeh Rabie
16465,National Museum of Taiwan Literature
16466,Ōji Inari Shrine
16467,Neghuts Vank
16468,Ahsan Manzil Museum
16469,Homage to Jerusalem
16470,Evergreen Park
16471,Kodaikanal Lake
16472,Kiyomizu-dera
16473,Nakayama Racecource
16474,Hekeng Village
16475,Faisal Mosque
16476,Shuangxi Park
16477,Purana Qila
16478,Neunggasa
16479,Hurvat Itri
16480,Western Wall
16481,Wat Pathum
16482,Kara Koyunlu Tomb
16483,Holy Trinity Cathedral of Tbilisi
16484,Macau Ferry Terminal & Heliport
16485,Fortifications of Xi'an
16486,Church of Nativity
16487,Wat Si Sawai
16488,Rohtas Fort
16489,Chengyang Bridge
16490,Atomic Bomb Dome
16491,Ellora Caves
16492,Cosmo Clock 21
16493,Feroz Shah Kotla
16494,בית סווטיצקי
16495,Avan Cathedral
16496,Kalasan Temple
16497,Shri Ashtalakshmi Temple
16498,Mount Hōō
16499,The Mizgaga Museum
16500,Tomb of Sa'di
16501,Deyr Gachin Caravansary
16502,Gyeongbokgung Palace
16503,Zenkō-ji Temple
16504,Aali Qapu Palace
16505,Great Temple
16506,Gargoti The Mineral Museum
16507,"Museum, Lahore"
16508,Kurashiki Bikan Historical Quarter
16509,"Sultan Ahmad 1 Mosque, Kuantan"
16510,Customs House
16511,Bhongir Fort
16512,Dajia Jenn Lann Temple
16513,Qutub Minar Complex
16514,Minor Basilica of the Immaculate Conception
16515,"Al-Balad, Jeddah"
16516,Gosainkunda
16517,Wekalet El Ghoury
16518,Loboc River
16519,Caesarea National Park
16520,Republic Square
16521,Wat Ratchanatda School
16522,Nimrod Fortress National Park
16523,Temple No. 86 - Shido-ji
16524,Hrazdan Central Stadium
16525,Spantik
16526,Agrasen ki baoli
16527,Bukkōji Temple
16528,Shinobazu Pond
16529,Tajhat Palace
16530,Konsh Valley
16531,Zoravor Surp Astvatsatsin Church
16532,Kailashnath Mahadev Statue
16533,Bantayog ng mga Bayani
16534,Tsiranavor
16535,Saint Sargis Vicarial Church
16536,Akashi Kaikyo National Government Park
16537,Zengpiyan
16538,Museum of the Western Han Dynasty Mausoleum of the Nanyue King
16539,Zoravor Surp Astvatsatsin Church
16540,Baphuon
16541,The Israeli Opera
16542,Zvartnots Cathedral
16543,Minor Basilica of St. Martin of Tours
16544,Saint Sargis Monastery
16545,Sri Kurmanatha swamy Temple
16546,Wat Phra That Doi Suthep
16547,Shah Nematollah Vali Shrine
16548,Patenga Sea Beach
16549,اناقة لندن
16550,Grand People's Study House
16551,Tianyi Ge
16552,Gangapurna
16553,হংসেশ্বরী মন্দির
16554,Gulf of İzmir
16555,Ngong Ping 360
16556,Montefiore Windmill
16557,Lucban Church
16558,Rakaposhi
16559,Goygol National Park
16560,Safdarjung Tomb
16561,Wat Phra Chetuphon (Wat Pho - reclining Buddha)
16562,Bayon Temple
16563,通济堰
16564,Attabad Lake
16565,St. Thomas Syro Malabar Church
16566,Borobudur Temple
16567,Cape Zanpa Lighthouse
16568,GOLGHAR
16569,Lolei Temple
16570,Matenadaran
16571,Hiran Minar Tomb
16572,Tel Gama
16573,Yu Garden
16574,Haifa Bay
16575,Saint Joseph Parish Church
16576,Lujiazui
16577,Vake Park
16578,Guinsa
16579,Sardarapat Memorial
16580,Red Fort
16581,La Purísima Concepción Parish Church
16582,Victoria Memorial
16583,Pungnam Gate 전주 풍남문
16584,Leh Palace
16585,Patenga Sea Beach
16586,Hokkaidō Government Office
16587,Dasht-e Lut
16588,Albert Hall Museum
16589,Lawachara National Park
16590,Zojoji Temple
16591,Tomb of Ali Mardan Khan
16592,Wang Family Compound
16593,Colossi of Memnon
16594,Yarkon Park
16595,Saint John of God Parish Church
16596,NISSAN STADIUM
16597,Wat Prathon Chedi
16598,Ahsan Manzil Museum
16599,Tokyo Skytree
16600,Cave of the Patriarchs
16601,Hossaini Dalan
16602,Lok Virsa Heritage Museum
16603,Hanging Temple
16604,Naama Bay
16605,Tian Tan Buddha
16606,Kumano-Nachi Taisha
16607,Sardarapat Memorial
16608,Hunza Valley
16609,Yangdong Folk Village
16610,Prakasam Barrage
16611,Senado Square
16612,Wuhan University Library
16613,Ananda Temple
16614,Tel Akko
16615,Sevan National Park
16616,Amberd
16617,Baliati Palace
16618,Victoria Theatre and Concert Hall
16619,Bibliotheca Alexandrina
16620,Rawana Falls.
16621,Begnas Lake
16622,Noravank Monastery
16623,Aali Qapu Palace
16624,Saint Peter of Alcantara Parish Church
16625,Imabari Castle
16626,Baotong Temple
16627,Bezeklik Thousand Buddha Caves
16628,Sinan Basha Mosque
16629,Sule Pagoda
16630,Chin Swee Caves Temple
16631,Swamimalai Temple
16632,Prasat Nong Hong
16633,NISSAN STADIUM
16634,Mahabodhi Temple
16635,Seokguram
16636,Our Lady of the Annunciation Parish and Shrine of the Incarnation
16637,Potala Palace
16638,Ganjali Khan Mosque
16639,Dead Sea
16640,Lalu Island
16641,Our Lady of Candelaria Parish Church
16642,Katas Raj Temples
16643,Sree Vallabha Temple
16644,Nakayama Racecource
16645,Mount Longhu
16646,Pakistan Monument
16647,Vishrambaug Wada
16648,Sri Vadapathira Kaliamman Temple
16649,Nara Prefectural Library Information Center
16650,金澤古里偉人館
16651,Nahargarh Fort
16652,Shivling
16653,Qingshansi
16654,Ajloun Castle
16655,Yangpu Bridge
16656,Santa Monica Parish Church (Minalin)
16657,St. James' Church
16658,Tajhat Palace
16659,Aqaba Castle
16660,The Mausoleum of Three Leaders
16661,Kibbutzim Monument
16662,Deir Hijleh
16663,Christian Quarter
16664,Wat Mahannapharam Worawiharn
16665,Gebel el-Silsila
16666,Wat Arun
16667,Holy House of Mercy
16668,Miyajidake Shrine
16669,Calcutta High Court
16670,Cixiaojian Wanfang
16671,Dazhimen Railway Station
16672,Caesarea National Park
16673,Dairyuji
16674,"Vijay Stambha, Chittorgarh"
16675,First World Hotel
16676,Mt. Nuketo
16677,Feroz Shah Kotla
16678,Municipio de San Fernando
16679,Isfahan Museum of Contemporary Art
16680,National Taichung Theater
16681,Shams Ol-Emareh
16682,Hayravank Monastery
16683,Anchuthengu Fort
16684,"Government Museum, Mathura"
16685,Our Lady of the Pillar Church
16686,Gndevank
16687,Vodonapornaya Bashnya
16688,St. James the Apostle
16689,Wat Phra Si Sanphet
16690,Palmach Cave
16691,Parish of St. Lawrence Deacon and Martyr
16692,Kōdaiji Temple
16693,Sri Mariamman Temple
16694,World Peace Pagoda
16695,Zhongshan Hall
16696,Saint Holy Mother of God Church
16697,Tajhat Palace
16698,Pasig City Museum
16699,Banteay Kdei
16700,St. James the Apostle
16701,Tel Hanan
16702,Vorotnavank Monastery
16703,Inasa-yama Park
16704,Tel Gama
16705,Lingshan Islamic Cemetery
16706,Surkanda Devi kaddukhal
16707,Vorotnavank Monastery
16708,Wat Rakhang Khositaram
16709,Osaka Castle
16710,Bukhara Caravanserai
16711,Mehrauli Archaeological Park
16712,Plaosan Temple
16713,Heybeliada
16714,Puthia Rajbari
16715,Feroz Shah Kotla
16716,Meiji Jingu
16717,Saghmosavank
16718,Jaisalmer Fort
16719,Tomb of Dai Anga
16720,"Government Museum, Mathura"
16721,Baliati Palace
16722,Qeysarie Gate
16723,Tomb of Ali Mardan Khan
16724,Itmad-ud-Daula
16725,Neghuts Vank
16726,Svetitskhoveli Cathedral
16727,Yolin Am Ice Field
16728,Pashupatinath Temple
16729,Municipal Corporation of Greater Mumbai
16730,Repulse Bay
16731,Mount Precipice
16732,Ilgaz Mountains
16733,K11
16734,Sylhet International Cricket Stadium
16735,Castle Peak
16736,Santuario de San Pedro Bautista Parish
16737,Hauz Khas Complex
16738,Shaniwar Wada
16739,Panchchuli
16740,ChoghaZanbil Ziggurat
16741,Gndevank
16742,Mahodand Lake
16743,Khan Mohammad Masjid
16744,Giza Necropolis
16745,Immaculate Conception Parish Church
16746,Modhera Sun Temple
16747,Victoria Memorial
16748,Abbey Falls Madkeri Falls
16749,Jining Dongda Temple
16750,Tomb of Ferdowsi
16751,Chi Lin Nunnery
16752,Church
16753,Lotus Temple
16754,Taltsy Museum
16755,Nagoya Station
16756,Yuntai Mountain
16757,Sri Muruga statue
16758,Harichavank
16759,Agha Bozorg Mosque
16760,Surb Hovhannes Church
16761,Plaosan Temple
16762,Santa Monica Parish Church (Minalin)
16763,"Palace of Justice, Putrajaya"
16764,Yad La-Shiryon
16765,Dhak Bahiri Caves
16766,Banteay Srei
16767,Victoria Memorial
16768,Adyanpara Waterfall
16769,San Guillermo Parish Church
16770,Saint Francis of Assisi Parish Church
16771,Tchule Monastery
16772,Shoghakat Church
16773,Ein Keshatot
16774,Ananuri Fortress Complex
16775,Rinzaiji
16776,Waterfall of Yoro
16777,Petronas Twin Towers
16778,Ayasofya Hurrem Sultan Hamam
16779,Mohatta Palace
16780,Gubeikou
16781,Mount Wutai
16782,Swadhinata Stambha
16783,Yehiam Fortress National Park
16784,Yamato River
16785,Saint Joseph Parish (Bamboo Organ Church)
16786,First United Building
16787,Shime Mining Shaft Scaffold
16788,Jodogahama Beach
16789,Osaka Prefectural Nakanoshima Library
16790,IkedaKe Bosyo
16791,Haghartsin Monastery Complex
16792,Mitsui old buildings
16793,Pre Rup
16794,Anchuthengu Fort
16795,Pangong Tso
16796,岩寺文峰塔与凤山台
16797,Maiden's Tower
16798,Basilica of the Annunciation
16799,Holy Trinity Cathedral of Tbilisi
16800,Lodhi Garden
16801,Nahal Sa'ar
16802,Haghpat Monastery Complex
16803,Wat Maha That
16804,Ein Gedi Reserve
16805,Longquan Mountain
16806,Aruch Cathedral Monastery Complex
16807,Damavand County
16808,National Gallery of Armenia
16809,Fort Belgica
16810,St George's Pilgrim Guest House
16811,Oyashirazu
16812,Spaso-Preobrazhensky Cathedral in Khabarovsk
16813,Purana Qila
16814,Shoshazan Engyo-ji temple
16815,Opera and Ballet Theatre of Tbilisi
16816,Katas Raj Temples
16817,Qutub Minar Complex
16818,Shinjuku Central Park
16819,Gonbad Sabz Garden
16820,Hitachi Seaside Park
16821,Kowloon Bay Sports Ground
16822,Cathedral Shrine Parish of Saint Joseph
16823,Kintai Bridge
16824,Ho Chi Minh Mausoleum
16825,Eram Garden
16826,Saint Hripsime Church
16827,Saint James the Apostle Parish Church
16828,Mount Iriga
16829,Wat Dusidaram Worawihan
16830,Shalimar Bagh
16831,Lake Maninjau
16832,Sayano–Shushenskaya Dam
16833,Feroz Shah Kotla
16834,Sampaloc Lake
16835,Lohagad Fort
16836,Jantar Mantar
16837,Tatevi Anapat
16838,San Luis Gonzaga Parish Church
16839,Potala Palace
16840,Perdana Putra
16841,Hwaseong Haenggung
16842,Dizengoff Fountain
16843,Dom-Usad'ba Kuptsa Vorob'yova
16844,Hierapolis
16845,Faisal Mosque
16846,Shrine of the Book
16847,Arch of Hadrian
16848,Sakishima Cosmo Tower
16849,San Agustin Church
16850,Marmashen
16851,Pingyao
16852,San Agustin Church
16853,Yahiko Shrine
16854,Tennōji
16855,Saif-ul-Maluk Lake
16856,Qila-I-Kuhna Mosque
16857,Negros Occidental Provincial Capitol
16858,Quseir 'Amra
16859,Jagmandir
16860,Longmen Grottoes
16861,Bangunan Sultan Ibrahim
16862,Wazir Khan Bath (Shahi Hammam)
16863,Sheikh Safi Al-Din Ardabili's Shrine
16864,Kumano Hongū Taisha
16865,ร้านตาใจ
16866,Tel Yokneam
16867,Annapurna South
16868,Pamukkale
16869,Kagoshima Bay
16870,Monastery of Saint Stepanos
16871,"Har Ki Pauri Ghat, Haridwar"
16872,Ellora Caves
16873,Evergreen Maritime Museum
16874,Rohtas Fort
16875,Nanchang New Fourth Army Headquarters Site
16876,Monument of the Helicopters Disaster
16877,Agrasen ki baoli
16878,Noratus Cemetery
16879,Tehran Museum of Contemporary Art
16880,Basilica Minore del Santo Niño de Cebu
16881,Yazd Atash Behram
16882,Gyeryongsan National Park
16883,Kashueti St. George Church
16884,Pashupatinath Temple
16885,Fatih Sultan Mehmet Köprüsü
16886,People's Park
16887,Agrasen ki baoli
16888,Sri Namagiri Thayar Samedha Sri Narasimha Swamy Temple
16889,"Devi's Falls, Pokhara"
16890,Mausoleum of Mao Zedong
16891,Qalamun Mountains
16892,Myeik Archipelago
16893,National Museum of Singapore
16894,Blue Mosque
16895,Kansui Park
16896,Saint Peter of Alcantara Parish Church
16897,Bakuo Residential District
16898,Pingyao
16899,Azadi Tower
16900,Fukagawa Edo Museum
16901,Shahi Burj
16902,Temple Of Deir el-Medina
16903,Udasuibun Shrine
16904,Mehrangarh Fort and Museum
16905,Tajhat Palace
16906,Namsangol Hanok Village
16907,Kumrat Valley
16908,ارگ کریمخان
16909,Emirates Palace
16910,Pingyao
16911,Chengyang Bridge
16912,Deyr Gachin Caravansary
16913,Tonlé Sap
16914,Kek Lok Si Temple
16915,Miniaturk
16916,Purple Mountain Observatory
16917,Cebu Taoist Temple
16918,Elephantine
16919,Adina Mosque
16920,Immaculate Conception Parish Church
16921,Sonoda Racecourse
16922,Kinkaku-ji
16923,Bara Annik Mandir
16924,Sultan Abu Bakar Mosque
16925,Yu Garden
16926,Noratus Cemetery
16927,Rajabai Clock Tower
16928,Our Lady of Assumption Parish Church
16929,Asahi River
16930,Gereja Kristen Protestan Indonesia
16931,Khertvisi Fortress
16932,Xu Xiake Former Residence
16933,בית כנסת החורבה - Hurva Synagogue
16934,Kurashiki Bikan Historical Quarter
16935,Church of All Nations
16936,Baliuag Museum and Library
16937,Banteay Samre
16938,Krak des Chevaliers
16939,Rumi Darwaza
16940,Masjid-e-Tooba
16941,Hallyeohaesang National Park
16942,Purana Qila
16943,Diwan-i-Aam
16944,Shino Island
16945,Santuario de San Pedro Bautista Parish
16946,Don Roman Santos Building
16947,Shri Mahaveer Ji Temple
16948,Hnevank Monastery
16949,Persepolis
16950,Tomb of Ali Mardan Khan
16951,Lucban Church
16952,Al Bahr Mosque
16953,National Shrine of Saint Anne
16954,Tughlakabad Fort
16955,Talin Cathedral Monastery Complex
16956,Wat Maha That
16957,Former Residence of Zhang Shiming
16958,Minh Mang Tomb
16959,Marmashen
16960,Zinat Al-Molk House
16961,Bihar Museum
16962,Kumano Hongū Taisha
16963,Shreemant Dagdusheth Halwai Ganpati Mandir
16964,Gndevank
16965,Sree Thanumalayan Temple
16966,Chocolate Hills
16967,The Jami Masjid
16968,Wuhan Yangtze River Bridge
16969,مسجد الجرينة
16970,YM Oceanic Culture and Art Museum
16971,Goshavank Monastery Complex
16972,Po Lin Monastery
16973,Itsukushima Shrine
16974,Kamo Shrine
16975,Gate of Supreme Harmony
16976,田川市煤炭·历史博物馆
16977,Nanjing Yangtze River Bridge
16978,ارگ کریمخان
16979,Immaculate Conception Parish Church
16980,Beit HaNassi
16981,Tenryuji Temple
16982,Balaoan Church
16983,Saint Paul's Church
16984,Ryugyong Hotel
16985,Tsiranavor
16986,Neghuts Vank
16987,Svetitskhoveli Cathedral
16988,Hanshin Koshien Stadium
16989,Nakayama Racecource
